PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,True
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,True,False
