SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.002085018,59,0,0.190537413,35000.0,10,0,4,0,0.0
1,0.9999999,54,0,0.122244944,4400.0,2,2,0,0,0.0
0,0.212755831,37,0,0.200359928,3333.0,2,0,0,0,0.0
0,0.07375926599999999,49,0,0.288536917,12500.0,11,0,3,0,0.0
0,0.9999999,33,2,0.429633494,7666.0,5,0,2,0,1.0
1,0.358075055,72,0,0.314023068,11530.0,16,1,1,0,1.0
0,0.274036641,57,0,0.327284427,7769.0,13,0,1,0,2.0
1,0.7090356170000001,45,0,0.527155816,8708.0,12,0,3,0,3.0
0,0.936544563,53,1,0.510992056,5412.0,5,1,2,0,0.0
0,0.024952908,53,0,0.200240491,15800.0,9,0,2,0,1.0
0,0.385815886,47,1,0.318491876,8062.0,13,0,0,0,0.0
0,0.188109812,27,0,0.118310535,4166.0,4,0,0,0,0.0
0,0.045406809000000006,53,0,1.522938624,3225.0,13,0,3,0,2.0
0,1.00559944,35,0,0.27504659800000003,17167.0,9,0,2,0,3.0
1,0.252638596,51,1,0.038422987,2992.0,2,2,0,0,3.0
0,0.377501132,36,1,0.602209945,7963.0,13,0,2,0,3.0
0,0.059592648,57,1,0.470446779,7900.0,25,0,1,0,1.0
0,0.9999999,47,2,0.221095113,9167.0,4,0,4,0,0.0
0,0.04363438,49,0,0.221050718,5500.0,7,0,1,0,0.0
0,0.290095372,55,0,0.207976891,9000.0,16,0,0,0,0.0
0,0.783937824,58,2,0.372837088,6125.0,19,2,1,1,1.0
0,0.06062079,38,0,0.5050547470000001,33334.0,29,0,21,0,0.0
0,0.028483142000000006,65,0,0.312065972,2303.0,7,0,1,0,1.0
0,0.0,36,0,0.0,1500.0,3,0,0,0,0.0
0,0.6733266729999999,25,0,0.011104942,1800.0,1,0,0,0,0.0
0,0.0962296,42,0,0.211975062,8500.0,7,0,1,0,3.0
1,0.403861903,41,3,0.42336809,7000.0,11,0,2,2,0.0
0,0.02937194,68,0,0.003331945,2400.0,3,0,0,0,0.0
0,0.98923353,55,0,0.113886114,1000.0,3,0,0,0,0.0
0,0.844476413,49,0,0.157957892,9166.0,11,0,0,0,3.0
0,0.092907093,23,0,0.002150538,929.0,2,0,0,0,0.0
0,1.062645785,50,2,0.17903179600000002,3490.0,8,1,0,1,1.0
0,0.050640282,76,0,0.312671832,4000.0,21,0,2,0,0.0
0,0.847958001,56,0,0.33244054,9333.0,9,0,2,0,0.0
0,0.420112498,27,0,0.208094849,4891.0,14,0,0,0,0.0
0,0.104362105,65,0,0.025965801,7894.0,5,0,0,0,0.0
0,0.906520827,77,1,0.297131148,10735.0,9,0,1,0,1.0
0,0.9999999,34,0,0.09675269,10500.0,10,0,0,0,0.0
0,0.269910831,46,0,0.3624416720000001,10500.0,6,0,1,0,2.0
0,0.0,70,0,0.85159263,7000.0,8,0,3,0,0.0
0,0.052573232,73,0,0.125443405,3100.0,14,0,1,1,0.0
0,0.03016164,32,0,0.026687,5245.0,3,0,0,0,0.0
0,1.054034889,43,1,0.294606324,8064.0,9,1,1,0,1.0
0,0.038168198,84,0,0.096200844,4500.0,5,0,0,0,1.0
0,0.195006164,50,0,0.327112148,6000.0,25,0,1,0,0.0
0,0.083636495,46,1,0.139848238,14100.0,6,0,1,0,0.0
0,0.5444976579999999,32,1,0.166766647,6667.0,5,1,0,0,0.0
1,0.7897252090000001,50,0,0.183585881,11416.0,8,0,2,0,1.0
0,0.410512784,58,0,0.041986005,3000.0,6,0,0,0,0.0
0,0.326713803,55,0,0.38666979,8536.0,13,0,2,0,3.0
0,0.040533711,49,0,0.167566487,5000.0,9,0,1,0,0.0
0,0.585131006,67,0,0.71273155,3400.0,13,0,2,0,1.0
1,0.791760221,60,2,0.154079629,5600.0,14,0,0,0,0.0
0,0.004798122,78,0,0.050691244,650.0,26,0,0,0,0.0
0,0.133647767,68,0,0.0356184,5586.0,8,0,0,0,0.0
0,0.110492358,67,0,0.284734309,9766.0,17,0,4,0,4.0
0,0.5725500729999999,50,0,0.394822006,12050.0,13,0,1,0,0.0
0,0.106322487,71,0,0.279087914,11533.0,11,0,2,0,0.0
0,0.019153961,49,0,0.201025979,33333.0,6,0,3,0,4.0
0,0.543897074,56,0,0.438481992,4136.0,3,0,2,0,0.0
0,0.155153794,47,1,1.104900836,6100.0,12,0,4,0,3.0
0,0.133310279,57,0,0.149957155,3500.0,4,0,1,0,0.0
0,0.018665016,43,0,0.73157092,5900.0,9,0,1,0,7.0
0,0.002349883,66,0,0.39184953,5103.0,5,0,2,0,0.0
0,0.072902395,47,0,0.014273083,7916.0,10,0,0,0,2.0
0,0.508906446,56,0,0.220107571,2416.0,7,0,0,0,0.0
0,0.204810829,30,0,0.055540128,3600.0,6,0,0,0,0.0
0,0.0031685940000000003,77,0,0.574209246,2876.0,10,0,2,0,0.0
0,0.20510191,52,0,1.3232644409999998,1886.0,7,0,2,0,0.0
0,0.172566052,55,0,0.411461831,4466.0,11,0,1,0,0.0
0,0.0,46,0,0.31307477,2500.0,6,0,1,0,0.0
0,0.212636005,36,0,0.277844442,9166.0,5,0,2,0,2.0
0,0.058512614,63,0,0.124047417,7085.0,4,0,1,0,0.0
0,0.535721884,50,0,0.191000266,22533.0,15,0,2,1,2.0
1,0.9999999,29,98,0.009314141,1180.0,0,98,0,98,1.0
0,0.992011005,31,2,0.256878665,4433.0,5,0,0,0,0.0
0,0.160778135,58,0,0.008776803,9000.0,3,0,0,0,2.0
0,0.256483422,71,0,0.327568872,4972.0,7,0,1,0,0.0
0,0.036299037,52,0,0.041637262,7084.0,2,0,1,0,0.0
0,0.02517828,64,3,0.006959443,8333.0,5,1,0,0,0.0
1,0.302921378,70,5,0.7300749790000001,3600.0,13,0,2,1,0.0
0,0.018458411,65,0,0.006206041,2416.0,8,0,0,0,0.0
1,0.448900116,52,4,0.413438206,11950.0,14,3,3,1,2.0
0,0.001679539,60,0,0.176676458,16000.0,14,0,1,0,0.0
0,0.102832231,33,0,0.25314937,3333.0,5,0,0,0,0.0
0,0.431409591,57,0,0.700359104,9467.0,24,0,2,0,0.0
0,0.003999529,61,0,1182.0,0.0,9,0,2,0,2.0
0,0.027013578,33,0,0.439697717,6483.0,8,0,1,0,0.0
0,0.281750225,26,0,0.09510943,3700.0,6,0,0,0,3.0
0,0.788772679,50,0,0.753589141,3830.0,8,0,2,0,2.0
0,0.994768558,43,0,0.5901707620000001,2400.0,16,0,1,0,0.0
0,0.190058574,61,0,0.267111567,5843.0,16,1,1,0,0.0
0,0.031186503,37,0,0.31820661100000003,9166.0,11,0,1,0,3.0
0,0.22360710600000006,53,3,0.6105557779999999,2500.0,9,1,1,1,1.0
0,0.0,54,0,0.3403850920000001,12100.0,10,0,2,0,1.0
0,0.612196259,37,0,0.577316657,3517.0,6,0,1,0,1.0
0,0.060899693,70,0,0.023068051000000003,4334.0,5,0,0,0,0.0
0,1.038647936,63,0,0.309264608,4500.0,9,0,0,0,0.0
0,0.229442639,49,0,0.005666289000000001,15000.0,2,0,0,0,2.0
0,0.101865893,35,0,0.081981782,4500.0,6,0,0,0,0.0
0,0.232976702,74,0,0.429851775,2900.0,2,0,1,0,0.0
0,0.014298918999999997,80,0,0.12449751,16666.0,13,0,1,0,0.0
0,0.531581579,51,0,0.50218162,7333.0,7,0,2,0,0.0
0,0.7940577670000001,52,0,0.5336081739999999,11157.0,49,0,1,0,0.0
0,0.005969139,64,0,0.01239752,5000.0,4,0,0,0,0.0
0,0.002107351,57,0,0.000479846,2083.0,4,0,0,0,0.0
0,0.050496424000000005,71,0,0.61732935,4350.0,13,0,2,0,0.0
0,0.043344483,58,0,0.119973339,4500.0,19,0,0,0,0.0
0,0.00319968,66,1,0.165566887,5000.0,4,2,1,0,0.0
0,0.924745052,45,0,0.200342885,4082.0,12,0,0,0,2.0
0,0.9999999,49,0,0.229967148,7000.0,6,0,1,0,1.0
0,0.003859862,64,0,0.416757658,17400.0,16,0,3,0,0.0
1,0.0,88,0,0.0,2500.0,4,0,0,0,0.0
0,0.048826853,57,0,0.007124109,8000.0,6,0,0,0,0.0
0,0.9999999,41,0,0.072239891,2200.0,4,1,0,0,1.0
0,0.211089446,64,0,0.159109646,10916.0,4,0,1,0,0.0
0,0.148191708,28,0,0.079803834,2242.0,6,0,0,0,1.0
0,0.37117404,37,0,0.169255383,15000.0,23,0,1,0,2.0
0,0.9999999,61,0,0.15396151,4000.0,1,0,1,0,0.0
1,0.829628412,49,0,0.6723435759999999,2700.0,18,0,0,0,0.0
0,0.975465822,31,0,0.401623585,4680.0,6,0,1,0,1.0
0,0.420257328,41,0,0.431928012,6000.0,8,0,2,0,2.0
0,0.214474652,61,0,0.325976231,5300.0,22,0,1,0,0.0
0,0.053422514,47,0,0.14901214,4200.0,16,0,0,0,1.0
0,0.0,49,0,0.001908917,3666.0,2,0,0,0,1.0
0,0.8835293809999999,36,0,0.300812444,14400.0,14,0,2,0,2.0
0,0.127069257,70,0,0.384359031,4500.0,17,0,2,0,1.0
0,0.4724838870000001,35,0,0.43877144,7520.0,10,0,1,0,2.0
0,0.004475056,86,0,0.09001938,10319.0,5,0,1,0,0.0
1,0.919246245,61,5,1.032653061,6124.0,16,0,8,5,0.0
0,0.440336624,64,1,0.583333333,5747.0,19,0,2,0,0.0
1,0.0,29,0,0.71732067,4000.0,7,0,1,0,2.0
0,0.01832504,43,0,0.002509,9166.0,5,0,0,0,1.0
0,0.474840816,57,0,0.376157558,7666.0,10,0,2,0,2.0
0,0.027827106,73,0,0.13338219099999998,2728.0,7,0,0,0,0.0
1,0.5551470589999999,41,1,0.142411966,3208.0,3,1,0,0,2.0
0,0.055673827,35,0,0.606590724,2457.0,9,0,1,0,1.0
0,0.9999999,26,0,0.0017962120000000004,6123.0,0,0,0,0,0.0
0,0.345861655,40,0,0.15964141,11600.0,8,0,1,0,2.0
0,0.0,92,0,0.0,1100.0,1,0,0,0,0.0
0,0.441343163,49,0,0.23611752,6500.0,19,0,0,0,1.0
0,0.9999999,32,0,0.570649705,2200.0,5,0,0,0,1.0
0,0.045177819,71,0,0.349883372,3000.0,5,0,1,0,0.0
0,0.096858947,47,0,0.25066892,7100.0,8,0,1,0,0.0
0,0.055228298,48,0,0.146276596,12407.0,5,0,1,0,0.0
1,0.955726935,35,0,0.079168333,2500.0,5,0,0,0,2.0
0,0.205747184,69,0,0.6871716659999999,5900.0,20,1,2,0,0.0
1,0.976023976,28,2,0.19552179100000006,2500.0,7,1,0,0,0.0
0,0.8969831070000001,33,0,0.531688643,4701.0,8,0,1,0,1.0
1,0.844273678,33,0,0.301999298,2850.0,11,0,0,0,0.0
0,0.674263869,58,0,0.429204357,5416.0,19,0,0,0,1.0
0,0.000533319,50,0,0.32592845800000003,8777.0,5,0,1,0,2.0
0,0.002267616,67,0,0.841105929,3001.0,7,0,2,0,0.0
0,0.117798852,83,0,0.007713184,7000.0,4,0,0,0,0.0
0,0.165483452,67,0,0.35324311700000005,15000.0,11,0,2,0,0.0
0,0.262956174,26,0,0.016737892,2807.0,2,0,0,0,0.0
0,0.05398385,65,0,0.37755102,1567.0,5,0,1,0,0.0
0,0.8449887629999999,31,0,0.403167747,4166.0,7,0,0,0,2.0
0,0.7072859090000001,51,0,0.7121308690000001,4706.0,8,0,1,0,1.0
0,0.16106129800000002,29,0,0.058255804,11500.0,4,0,0,0,0.0
0,0.9999999,61,0,0.308694335,3300.0,5,0,1,0,0.0
0,0.014039438,34,0,0.572083995,5666.0,9,0,2,0,0.0
1,1.159468439,33,0,0.133708216,3200.0,3,0,0,0,2.0
0,0.969230769,31,1,0.219193021,2750.0,12,0,0,0,0.0
1,0.578177728,25,0,0.590720483,2650.0,11,0,1,0,1.0
0,0.017629571,67,0,0.20528720600000006,3063.0,9,0,1,0,0.0
0,0.596179757,53,0,0.204965839,6000.0,4,0,0,0,2.0
1,0.61282342,63,0,0.07371928400000001,2400.0,8,0,0,0,0.0
0,0.614241083,69,0,0.671017914,7200.0,18,0,2,0,0.0
0,0.966953624,37,0,0.263360246,2600.0,6,0,0,0,3.0
0,0.115618396,59,0,0.506497834,3000.0,5,0,1,0,1.0
0,0.083256734,49,0,0.017796441,5000.0,2,0,0,0,3.0
0,0.021121371,43,0,0.003337041,3595.0,3,0,0,0,0.0
0,0.773203153,27,0,0.12842535800000002,2444.0,5,0,0,0,0.0
0,0.013228538,45,0,0.325152578,7700.0,7,0,1,0,2.0
0,0.302334883,68,1,0.252148997,1395.0,9,0,0,0,0.0
0,0.04863747,51,0,0.005592841,9833.0,3,0,0,0,0.0
0,0.087182563,57,0,1828.0,0.0,5,0,1,0,0.0
0,0.15701399900000002,58,0,0.26037917,12500.0,5,0,1,0,1.0
0,0.9999999,77,0,0.251304529,4790.0,3,0,1,0,1.0
0,0.9999999,30,0,0.069970845,5830.0,2,0,0,0,2.0
0,0.349934315,59,0,0.072851296,7329.0,5,0,0,0,0.0
0,0.0032664490000000003,61,0,0.044991002,1666.0,3,0,0,0,1.0
0,0.7126880990000001,37,0,0.30235341,7520.0,9,0,1,0,2.0
0,0.017749113,62,0,0.24633299,15543.0,5,0,3,0,4.0
0,0.66449342,32,0,561.0,1.0,10,0,0,0,2.0
0,0.441967717,31,1,0.10859427,1500.0,5,1,0,0,0.0
0,0.0,52,0,0.198520099,15000.0,3,0,1,0,1.0
0,0.703141329,47,0,0.6382521489999999,5583.0,13,0,1,0,1.0
0,0.300556265,61,0,0.429245283,2331.0,9,0,0,1,0.0
0,0.10827798,42,0,0.006715416,6700.0,2,0,0,0,0.0
0,0.132240176,59,0,0.549862534,4000.0,9,0,1,0,0.0
1,0.998809016,50,0,0.747897275,8916.0,7,0,1,0,2.0
0,0.849693846,56,0,0.952643873,4708.0,13,0,1,0,1.0
0,0.969860535,61,0,0.7493765590000001,2405.0,6,0,2,0,0.0
0,1.0189810190000002,22,0,0.112952223,3620.0,2,0,0,0,0.0
0,0.595614063,50,0,0.468115124,3543.0,6,0,1,0,0.0
0,0.022838551,66,0,0.256628605,10333.0,9,0,2,0,0.0
0,0.355481185,37,1,0.025994801,5000.0,2,0,0,0,0.0
0,0.440191059,31,0,0.17003367,6533.0,5,0,1,0,3.0
0,0.050233664,55,0,0.15057052099999998,8500.0,6,0,1,0,2.0
0,0.023950398,45,0,908.5,1.0,12,0,2,0,2.0
0,0.023411295,73,0,0.053537825,10627.0,13,0,1,0,0.0
0,0.028575787,75,0,0.153430995,2593.0,9,0,1,0,0.0
0,0.480207917,42,0,0.229151237,6750.0,5,0,1,0,0.0
0,0.292888685,79,0,0.262012369,8407.0,11,0,1,0,0.0
0,0.243981355,60,0,0.300925926,8423.0,16,0,1,1,1.0
0,0.260106854,51,0,0.109156337,2500.0,3,0,0,0,0.0
0,0.008723443,32,0,0.004751462,2735.0,4,0,0,0,0.0
0,0.112730371,57,0,0.609820641,3400.0,5,0,1,0,1.0
1,0.9999999,33,1,0.154400918,6100.0,10,2,0,1,0.0
0,0.209079092,30,0,0.129945856,2400.0,7,0,0,0,0.0
0,0.162218632,49,0,0.459160129,4333.0,9,0,2,0,1.0
0,0.046232575,39,0,0.35265886,5208.0,7,0,2,0,2.0
0,0.673918784,60,0,0.420407821,11916.0,17,0,1,0,1.0
0,0.396441591,43,0,0.262323337,2900.0,4,0,0,0,0.0
0,0.048956084,50,0,0.060355172,8333.0,7,0,0,0,2.0
0,0.921557553,50,1,0.685385169,12500.0,11,0,2,0,5.0
0,0.10146462,65,0,0.184730743,4400.0,5,0,0,0,2.0
0,0.053747313,54,0,0.169426911,16000.0,6,0,2,0,3.0
0,0.128149229,74,0,0.158089596,2700.0,4,0,1,0,0.0
0,0.124004058,68,0,0.595171449,8573.0,16,0,5,0,1.0
0,0.546708791,54,0,0.310278393,10380.0,17,0,2,0,2.0
0,0.239781822,46,0,0.503231274,9438.0,8,0,2,0,1.0
0,0.981204574,33,1,0.665866827,5000.0,17,0,2,0,0.0
0,0.9999999,84,0,0.0,0.0,7,0,0,0,0.0
0,0.0,25,0,0.168193172,1200.0,6,0,0,0,0.0
0,0.8713663309999999,44,0,549.0,0.0,6,0,0,0,0.0
0,0.00897403,59,0,0.001943904,3600.0,3,0,0,0,1.0
0,0.335558577,69,0,0.270448637,15000.0,14,0,2,0,1.0
0,0.105535787,43,0,0.155737022,12000.0,9,0,0,0,2.0
0,0.267850344,46,0,0.257574319,10528.0,10,0,2,0,3.0
0,0.15946901900000002,39,0,0.252885385,8750.0,11,0,2,0,2.0
0,0.147837491,58,2,0.328953007,7000.0,10,0,1,0,1.0
0,0.023939521,66,1,0.008442568000000001,4500.0,12,0,0,0,0.0
0,0.775074655,70,0,0.432859762,4363.0,7,0,1,0,0.0
0,0.013479666,81,0,0.38791883,2118.0,13,0,1,0,0.0
1,0.88501513,49,3,0.322549179,6150.0,11,4,2,1,4.0
0,0.953555878,47,0,0.549245785,3380.0,5,0,1,0,0.0
0,0.0,61,0,0.41645816,3596.0,13,0,1,0,1.0
0,0.007984032,21,0,0.0,2500.0,1,0,0,0,0.0
0,0.560867904,52,4,0.5654379939999999,6700.0,17,0,1,1,1.0
0,0.0,61,0,0.192277725,11550.0,10,0,1,0,1.0
1,0.955780416,50,1,0.193214729,7250.0,16,0,0,0,0.0
1,0.0,66,0,0.321864595,900.0,4,0,0,0,0.0
0,0.9999999,45,0,0.033687125,6500.0,4,1,0,0,2.0
0,0.478095187,33,0,0.24209770100000005,9743.0,7,0,1,0,2.0
0,0.025284992000000003,63,0,0.181981802,10000.0,8,0,2,0,1.0
0,0.378548796,47,1,0.382566933,27900.0,13,0,0,0,4.0
0,0.7181185959999999,36,0,0.273768406,5500.0,6,0,1,0,0.0
0,0.091992641,26,0,0.039267016,4583.0,3,0,0,0,0.0
0,0.265890112,30,2,0.476702509,5300.0,10,0,2,0,1.0
0,0.9999999,65,0,0.105754277,4500.0,1,0,0,0,0.0
0,0.210357928,65,1,0.150326175,21000.0,4,0,2,0,1.0
0,0.963069129,48,0,0.232153752,3277.0,3,0,0,0,0.0
0,0.11298798,45,0,1.091163535,2500.0,16,0,3,0,2.0
0,0.522477861,42,0,0.626843289,4000.0,12,0,1,0,3.0
1,0.739409283,42,3,0.714157438,3340.0,11,3,1,1,4.0
0,0.9999999,55,0,0.713043478,574.0,1,0,0,0,1.0
0,0.042187035,49,0,0.24704706,16000.0,18,0,1,0,4.0
0,0.142732158,25,0,0.933333333,764.0,5,0,0,0,0.0
0,0.6973151340000001,36,0,0.265942857,8749.0,5,0,1,0,2.0
0,0.249873497,47,0,0.340186916,9094.0,10,0,2,0,0.0
0,0.915363385,57,0,0.296553347,8500.0,5,0,1,0,2.0
0,0.439277374,32,0,0.501469148,4083.0,7,0,1,0,2.0
0,0.994303482,58,0,0.7773369309999999,6300.0,10,0,2,0,2.0
0,0.9999999,75,0,0.351936693,2400.0,8,0,1,0,0.0
0,0.684386312,38,0,0.50656071,5410.0,6,0,0,0,0.0
0,0.5749231929999999,36,0,0.296851808,12800.0,16,0,1,0,1.0
0,1.042660725,47,1,0.937772027,8500.0,12,0,2,1,2.0
0,0.020557144,76,0,0.02532658,3750.0,14,0,1,0,0.0
0,0.08119201,56,0,0.21565549,8916.0,8,0,1,0,0.0
0,0.035324117,58,0,0.599440379,4645.0,6,0,2,0,2.0
0,0.03006523,39,0,0.6342281879999999,9833.0,9,0,3,0,2.0
0,0.038575512,58,0,0.80928306,16416.0,15,0,3,0,0.0
1,1.011168106,60,1,1616.0,0.0,4,0,1,0,0.0
0,0.385762121,51,0,0.56694287,2292.0,8,0,1,0,0.0
0,0.7668450990000001,72,0,0.240423745,15480.0,19,0,2,0,0.0
0,0.011634867,52,0,0.353941623,4350.0,14,0,1,0,0.0
0,0.046947163,38,0,0.031141869,2600.0,7,0,0,0,1.0
1,1.141860298,49,1,0.778060503,3536.0,8,0,1,1,1.0
0,0.061288346,78,0,0.012166489,4684.0,4,0,0,0,1.0
0,0.008733188000000001,74,0,0.17708286,22000.0,12,0,2,0,0.0
0,0.094061828,34,0,0.264355124,9055.0,14,0,2,0,1.0
0,0.711826353,56,0,0.732836174,8447.0,26,0,5,0,1.0
0,0.945152985,28,2,0.25388055800000003,3800.0,7,0,0,0,1.0
0,0.7519757429999999,31,0,0.40941217,5800.0,12,0,1,0,3.0
0,0.5058346539999999,56,0,0.554049381,28917.0,16,0,5,0,0.0
0,0.09149591,56,0,0.25094981,5000.0,8,0,1,0,1.0
0,0.175734377,63,0,0.05840114900000001,2088.0,3,0,0,0,0.0
0,0.097146137,75,0,0.261469265,3334.0,20,0,1,0,0.0
0,0.572324438,50,0,1.052171197,3200.0,12,0,1,0,3.0
0,0.9999999,48,0,0.063387323,5000.0,1,3,0,0,0.0
0,0.07089340599999999,68,0,0.014373203,8000.0,11,0,1,0,0.0
0,0.726182545,25,0,0.410516605,1083.0,7,0,0,0,0.0
0,0.274126503,66,0,0.056067438,5100.0,3,0,0,1,0.0
0,0.0067985680000000005,79,0,0.282725735,6500.0,9,0,1,0,0.0
0,0.044598726,27,0,0.222586461,6100.0,13,0,2,0,0.0
0,0.0,44,0,0.230195713,2145.0,9,1,0,0,2.0
0,0.514497929,30,0,0.068629019,6250.0,3,0,0,0,0.0
0,0.0049997190000000006,35,0,1.152705061,4583.0,11,0,4,0,0.0
0,0.9999999,35,0,0.319625867,6200.0,7,0,1,0,0.0
0,0.078145772,64,1,0.032983507999999995,2000.0,6,0,0,0,0.0
0,0.046666005,74,0,0.014699265,6666.0,3,0,0,0,1.0
0,0.057614242,69,0,0.345846645,3755.0,6,0,1,0,1.0
0,0.0,24,0,0.0,1100.0,1,0,0,0,0.0
0,0.726605692,45,0,0.288354139,12175.0,6,0,1,1,2.0
0,0.474202029,45,0,0.8378324340000001,5000.0,14,0,2,0,3.0
0,0.067572822,74,0,0.478595411,7147.0,13,0,2,0,0.0
0,0.055531428,63,0,0.218398611,13250.0,20,0,1,0,1.0
0,0.547340436,36,0,0.563380282,2200.0,8,0,0,0,1.0
0,0.808175346,65,0,0.390706023,5013.0,9,0,1,0,0.0
0,0.0,48,0,0.5529522020000001,3200.0,4,0,1,0,1.0
0,0.029003074,47,0,0.38320802,3989.0,12,0,1,0,2.0
1,0.539551166,49,1,0.35443407200000004,10283.0,8,0,1,0,0.0
0,0.181645826,59,0,0.240810979,14500.0,23,0,1,0,0.0
0,0.020110146,33,0,0.114122419,5423.0,7,0,1,0,0.0
1,0.9999999,40,0,0.005782918000000001,2247.0,0,0,0,0,0.0
0,0.104966516,67,0,0.349221863,13300.0,8,0,3,0,1.0
1,0.7714748779999999,27,2,0.077538325,4500.0,5,0,0,0,2.0
0,0.034829046,49,0,0.00979804,5000.0,2,0,0,0,0.0
0,1.4379457919999998,46,1,0.238450502,3484.0,3,1,1,0,3.0
0,0.0,56,0,0.349235105,4967.0,14,0,1,0,0.0
0,0.7803841509999999,32,0,0.962403244,2712.0,5,0,1,0,0.0
0,0.066720945,46,0,0.66572946,3200.0,7,0,1,0,1.0
0,0.034726641,40,0,0.272606088,4500.0,4,0,1,0,3.0
0,0.93759311,54,0,0.651257926,9777.0,18,0,2,0,2.0
0,0.039462759,47,0,0.19019049,6666.0,10,0,1,0,2.0
0,0.0,66,0,0.116221621,8500.0,15,0,0,0,0.0
0,0.934703348,35,0,0.311672082,4000.0,7,0,0,0,3.0
0,0.11834495,66,0,0.471914406,2616.0,9,0,1,0,0.0
1,0.607222369,51,0,1925.0,0.0,7,0,1,0,2.0
0,0.539283042,56,2,0.382722379,3900.0,4,0,1,1,0.0
0,0.251717242,29,0,93.0,0.0,6,0,0,0,0.0
0,0.121834822,63,0,0.399915182,7073.0,13,0,1,0,1.0
0,0.083964915,55,0,0.283287285,17010.0,15,0,3,0,1.0
0,0.125592329,34,0,3.391072618,1500.0,9,0,2,0,0.0
0,0.328326371,68,0,0.409716758,5083.0,8,0,1,0,0.0
0,0.152415005,38,0,0.3903743320000001,4113.0,4,0,1,0,0.0
0,0.165274674,78,0,0.257233035,1900.0,6,0,0,0,0.0
0,0.001513929,52,0,0.192380624,5800.0,6,0,1,0,0.0
0,0.564343948,44,1,0.137375906,3726.0,7,0,0,0,3.0
0,0.109578084,51,0,0.002962414,5400.0,3,0,0,0,1.0
0,0.9999999,38,0,0.045781798,5416.0,3,0,0,0,0.0
0,0.489755122,42,0,0.171268657,2679.0,6,0,0,0,0.0
0,0.444945005,59,0,0.404570723,11332.0,13,0,2,0,1.0
0,0.122555289,37,0,0.247989707,3108.0,9,0,0,0,2.0
0,1.099800399,26,0,0.188801639,2928.0,7,0,0,0,0.0
0,0.033795888,49,0,0.003363331,11000.0,6,0,0,0,0.0
0,0.028742814,27,0,0.058451472,4584.0,4,0,0,0,0.0
0,0.198416616,34,0,0.17323591600000002,5200.0,7,0,0,0,0.0
0,0.0,27,0,0.0,3366.0,3,0,0,0,0.0
0,0.029107321,84,0,0.010663112,3000.0,9,0,0,0,0.0
0,0.969763954,46,0,0.511126524,17300.0,19,0,5,1,4.0
0,0.30213171,45,0,2431.0,0.0,9,0,1,0,5.0
0,0.330409128,28,0,0.373750543,2300.0,8,0,0,0,0.0
0,0.078216273,49,0,0.166180758,2400.0,7,0,0,0,2.0
